book_delta│book_imbalance│mid_price│timestamp
0.0│-0.30624877784302634│88186000.0│2024-05-01 00:05:04.962210
0.0│-0.31901322040277874│88186000.0│2024-05-01 00:05:05.962211
0.0│-0.31901322040277874│88186000.0│2024-05-01 00:05:06.962211
0.0│-0.2425267025460744│88186000.0│2024-05-01 00:05:07.962211
0.0│-0.2674573111955482│88186000.0│2024-05-01 00:05:08.962211
0.0│-0.27016400363187787│88186000.0│2024-05-01 00:05:09.962211
10000.0│-0.2533334594819034│88196000.0│2024-05-01 00:05:10.962211
0.0│-0.24253366877169277│88196000.0│2024-05-01 00:05:11.962211
0.0│-0.2401579704713624│88196000.0│2024-05-01 00:05:12.962211
0.0│-0.24220190784430176│88196000.0│2024-05-01 00:05:13.962212
0.0│-0.24399091016816352│88196000.0│2024-05-01 00:05:14.962212
0.0│-0.37821670164163546│88196000.0│2024-05-01 00:05:15.962213
0.0│-0.3781558613159523│88196000.0│2024-05-01 00:05:16.962213
1000.0│-0.3688381016048014│88197000.0│2024-05-01 00:05:17.962214
0.0│-0.3682512240231374│88197000.0│2024-05-01 00:05:18.962215
-500.0│-0.3516769639545504│88196500.0│2024-05-01 00:05:19.962216
-500.0│-0.33070997848238215│88196000.0│2024-05-01 00:05:20.962216
0.0│-0.31164204365967324│88196000.0│2024-05-01 00:05:21.962217
1000.0│-0.3371551089321899│88197000.0│2024-05-01 00:05:22.962217
0.0│-0.32887280063095076│88197000.0│2024-05-01 00:05:23.962218
0.0│-0.32887280063095076│88197000.0│2024-05-01 00:05:24.962219
0.0│-0.3261634717507568│88197000.0│2024-05-01 00:05:25.962219
0.0│-0.31911845868496147│88197000.0│2024-05-01 00:05:26.962219
0.0│-0.3019738160046819│88197000.0│2024-05-01 00:05:27.962219
0.0│-0.31456429740276803│88197000.0│2024-05-01 00:05:28.962219
0.0│-0.31456429740276803│88197000.0│2024-05-01 00:05:29.962220
-1000.0│-0.3095983770510414│88196000.0│2024-05-01 00:05:30.962220
0.0│-0.3031128015836047│88196000.0│2024-05-01 00:05:31.962220
0.0│-0.3154532039628606│88196000.0│2024-05-01 00:05:32.962221
0.0│-0.3154532039628606│88196000.0│2024-05-01 00:05:33.962221
0.0│-0.31926261546800166│88196000.0│2024-05-01 00:05:34.962222
1000.0│-0.22095371240458012│88197000.0│2024-05-01 00:05:35.962223
0.0│-0.22095371240458012│88197000.0│2024-05-01 00:05:36.962223
2000.0│-0.23173602375190325│88199000.0│2024-05-01 00:05:37.962224
-2000.0│-0.22937990717272136│88197000.0│2024-05-01 00:05:38.962224
2000.0│-0.24440237995499653│88199000.0│2024-05-01 00:05:39.962225
0.0│-0.24216256619258414│88199000.0│2024-05-01 00:05:40.962225
0.0│-0.24713678257984495│88199000.0│2024-05-01 00:05:41.962226
-3000.0│-0.33426143184603635│88196000.0│2024-05-01 00:05:42.962226
0.0│-0.3299520765627588│88196000.0│2024-05-01 00:05:43.962228
1000.0│-0.33570966833485155│88197000.0│2024-05-01 00:05:44.962228
0.0│-0.2976977135203945│88197000.0│2024-05-01 00:05:45.962228
0.0│-0.30045485577196923│88197000.0│2024-05-01 00:05:46.962228
2000.0│-0.3896071264959554│88199000.0│2024-05-01 00:05:47.962229
0.0│-0.3921687395946756│88199000.0│2024-05-01 00:05:48.962230
0.0│-0.376776173045008│88199000.0│2024-05-01 00:05:49.962231
0.0│-0.3297552478187089│88199000.0│2024-05-01 00:05:50.962231
0.0│-0.3454516194980333│88199000.0│2024-05-01 00:05:51.962232
0.0│-0.3317709155815219│88199000.0│2024-05-01 00:05:52.962232
0.0│-0.47285359352955575│88199000.0│2024-05-01 00:05:53.962232
0.0│-0.4239691368553681│88199000.0│2024-05-01 00:05:54.962233
0.0│-0.39808398059404543│88199000.0│2024-05-01 00:05:55.962233
0.0│-0.3980435815471473│88199000.0│2024-05-01 00:05:56.962233
0.0│-0.39297295070119165│88199000.0│2024-05-01 00:05:57.962234
0.0│-0.517418909202317│88199000.0│2024-05-01 00:05:58.962236
-1500.0│-0.5289122035424674│88197500.0│2024-05-01 00:05:59.962237
-1000.0│-0.4198298210430689│88196500.0│2024-05-01 00:06:00.962238
1000.0│-0.4277377721801069│88197500.0│2024-05-01 00:06:01.962240
